	labels	answer	Object1	Object2	CommonObj	Aspect	text	preds	prob: Neutral	prob: objekt1	prob: objekt2
279	0	Способ применения равномерно нанести на предварительно очищенную кожу лица и шеи с помощью влажного спонжа, кисти для основы или просто пальцами.	кист	спонж			Способ применения равномерно нанести на предварительно очищенную кожу лица и шеи с помощью влажного [SECOND_ENTITY], [FIRST_ENTITY] для основы или просто пальцами.	0	0.99947697	0.00026387308	0.00025919193
280	0	Кроме людей есть собаки и коты — собак лучше не трогать, а коты прекрасно чувствуют себя в качестве глушителей на дробовике.	собак	люд			Кроме [SECOND_ENTITY] есть [FIRST_ENTITY] и коты — [FIRST_ENTITY] лучше не трогать, а коты прекрасно чувствуют себя в качестве глушителей на дробовике.	0	0.99642736	0.0021909352	0.0013816757
281	0	Крупные компании, работающие в сфере высоких технологий (например, google и apple), предлагают своим сотрудникам обучение практикам осознанности и медитации для улучшения их трудоспособности и благополучия.	Apple	Google		технолог	Крупные компании, работающие в сфере высоких технологий (например, [SECOND_ENTITY] и [FIRST_ENTITY]), предлагают своим сотрудникам обучение практикам осознанности и медитации для улучшения их трудоспособности и благополучия.	0	0.9995516	0.00020261033	0.00024576974
282	0	Индия, сша, испания, турция, греция, китай, ирландия, польша и мексика производят мрамор высшего качества.кварц в больших количествах можно найти в альпах, бразилии, мадагаскаре, японии, арканзасе и нью-йорке.	сша	кита		больш	Индия, [FIRST_ENTITY], испания, турция, греция, [SECOND_ENTITY], ирландия, польша и мексика производят мрамор высшего качества.кварц в больших количествах можно найти в альпах, бразилии, мадагаскаре, японии, арканзасе и нью-йорке.	0	0.99945956	0.00027680173	0.0002636225
283	0	Лабораторная, сдается только в определенный день (где-то раз в три месяца) и только в person professional center – ближайшие к нам находятся в турции (стамбул), германии (франкфурт), греции (афины), франции (париж), англии (лондон).	лондон	париж			Лабораторная, сдается только в определенный день (где-то раз в три месяца) и только в person professional center – ближайшие к нам находятся в турции (стамбул), германии (франкфурт), греции (афины), франции ([SECOND_ENTITY]), англии ([FIRST_ENTITY]).	0	0.9992506	0.0004077037	0.00034157958
284	0	Футбол, баскетбол, теннис в нашем рейтинге представлены онлайн букмекерские конторы россии отзывы самые букмекерские контора мелбет лучшие онлайн букмекерские конторы 2021 для ставок в ставки на спорт в мозыре россии и мире.	баскетбол	футбол			[SECOND_ENTITY], [FIRST_ENTITY], теннис в нашем рейтинге представлены онлайн букмекерские конторы россии отзывы самые букмекерские контора мелбет лучшие онлайн букмекерские конторы 2021 для ставок в ставки на спорт в мозыре россии и мире.	0	0.9994966	0.0002444873	0.00025889536
285	0	Если вы пытаетесь стать лучше в области сварки tig, сварки mig, сварки палкой или резки;	mig	tig		сварк	Если вы пытаетесь стать лучше в области сварки [SECOND_ENTITY], сварки [FIRST_ENTITY], сварки палкой или резки;	0	0.9994708	0.00026310253	0.0002661991
286	0	1 чашка свежей дыни; напиток без кофеина, например, травяной чай.	коф	ча		кофеин	1 [SECOND_ENTITY] свежей дыни; напиток без [FIRST_ENTITY], например, травяной [SECOND_ENTITY].	0	0.99835145	0.0009813644	0.0006671528
287	0	Основные плюсы и минусы сноубординга как мы упоминали ранее, овладение искусством катания на сноуборде может занять немного больше времени, чем катание на лыжах, но вы можете обнаружить, что вам легче преодолевать более сложные трассы.	лыж	сноуборд		сложн	Основные плюсы и минусы [SECOND_ENTITY] как мы упоминали ранее, овладение искусством катания на [SECOND_ENTITY] может занять немного больше времени, чем катание на [FIRST_ENTITY], но вы можете обнаружить, что вам легче преодолевать более сложные трассы.	0	0.70664734	0.0349407	0.25841197
288	1	В юном возрасте рекомендуется, кроме соблюдения личной гигиены, своевременно менять прокладки при менструации (от тампонов лучше отказаться вовсе).	тампон	прокладк			В юном возрасте рекомендуется, кроме соблюдения личной гигиены, своевременно менять [SECOND_ENTITY] при менструации (от [FIRST_ENTITY] лучше отказаться вовсе).	0	0.978877	0.017164472	0.0039584977
289	0	Таким образом марка планирует повысить продажи в китае и сша, где большие внедорожники гораздо популярнее, чем в европе.	сша	кита		больш	Таким образом марка планирует повысить продажи в [SECOND_ENTITY] и [FIRST_ENTITY], где большие внедорожники гораздо популярнее, чем в европе.	0	0.99944645	0.0002799453	0.0002735939
290	0	Возраст и иностранные языки часто возникает вопрос: в каком возрасте лучше изучать иностранный язык - английский, немецкий, французский, испанский, итальянский - и имеет ли принципиальное значение возраст обучаемого?	английск	испанск	язык		Возраст и иностранные языки часто возникает вопрос: в каком возрасте лучше изучать иностранный язык - [FIRST_ENTITY], немецкий, французский, [SECOND_ENTITY], итальянский - и имеет ли принципиальное значение возраст обучаемого?	0	0.9995214	0.00023065311	0.00024799712
291	0	Мука пшеничная хлебопекарная высшего сорта, сахар, яйцо куриное, дрожжи, соль, масло сливочное 82%, капуста белокочанная, лук репчатый, укроп, масло подсолнечное, перец черный молотый.	черн	бел	перец		Мука пшеничная хлебопекарная высшего сорта, сахар, яйцо куриное, дрожжи, соль, масло сливочное 82%, капуста [SECOND_ENTITY], лук репчатый, укроп, масло подсолнечное, перец [FIRST_ENTITY] молотый.	0	0.9991615	0.00048537852	0.00035311704
292	0	Российские букмекерские конторы начали принимать ставки на то, кто займет должность премьер-министра страны. бейсбол, американский футбол, баскетбол, хоккей лучшие зарубежные букмекерские конторы.	баскетбол	футбол			Российские букмекерские конторы начали принимать ставки на то, кто займет должность премьер-министра страны. бейсбол, американский [SECOND_ENTITY], [FIRST_ENTITY], хоккей лучшие зарубежные букмекерские конторы.	0	0.99953413	0.00021330632	0.00025260795
293	0	Вам удобнее тренироваться утром или вечером?	утр	вечер		тренирова	Вам удобнее тренироваться [FIRST_ENTITY] или [SECOND_ENTITY]?	0	0.9995516	0.00019817732	0.00025020202
294	1	Запекайте, а не жарьте давно известно, что еда, приготовленная на пару или запеченная в духовке, намного полезнее обжаренной.	запека	жар		полезн	[FIRST_ENTITY], а не [SECOND_ENTITY] давно известно, что еда, приготовленная на пару или запеченная в духовке, намного полезнее обжаренной.	0	0.96261996	0.03251888	0.0048612277
295	0	Улучшение микроциркуляции наблюдается при использовании экстракта перца стручкового (алкалоиды капсаицин), а также экстрактов чая китайского и кофеина.	коф	ча		кофеин	Улучшение микроциркуляции наблюдается при использовании экстракта перца стручкового (алкалоиды капсаицин), а также экстрактов [SECOND_ENTITY] китайского и [FIRST_ENTITY].	0	0.9995134	0.00024404579	0.00024261538
296	0	Избыток кофеина может вызвать: поскольку кофеин является мочегонным средством, которое заставляет ваш организм быстрее терять воду из-за частого мочеиспускания, это может привести к обезвоживанию.	коф	ча		кофеин	Избыток [FIRST_ENTITY] может вызвать: поскольку [FIRST_ENTITY] является мочегонным средством, которое заставляет ваш организм быстрее терять воду из-за [SECOND_ENTITY] мочеиспускания, это может привести к обезвоживанию.	0	0.97017026	0.019366033	0.010463733
297	2	От тампонов лучше отказаться, отдавая предпочтение гипоаллергенным прокладкам без запаха.	тампон	прокладк			От [FIRST_ENTITY] лучше отказаться, отдавая предпочтение гипоаллергенным [SECOND_ENTITY] без запаха.	2	0.0020216114	0.0009015216	0.99707687
298	1	Новые процессоры intel работают быстрее с windows 11, чем с linux процессоры 12 поколения подвергались нагрузкам в windows 11 и на той же самой железной конфигурации аналогичным нагрузкам в различных дистрибутивах linux.	windows	linux			Новые процессоры intel работают быстрее с [FIRST_ENTITY] 11, чем с [SECOND_ENTITY] процессоры 12 поколения подвергались нагрузкам в [FIRST_ENTITY] 11 и на той же самой железной конфигурации аналогичным нагрузкам в различных дистрибутивах [SECOND_ENTITY].	1	0.0039135786	0.99566585	0.00042068394
299	0	Она достаточно масляниста, потому для нанесения лучше всего применять спонжик, а не кисть.	кист	спонж			Она достаточно масляниста, потому для нанесения лучше всего применять [SECOND_ENTITY], а не [FIRST_ENTITY].	1	0.0024389452	0.997221	0.00034016487
300	1	Не лишним будет отметить, что при создании градиента в макияже, то есть использовании теней разных оттенков сразу, лучше всего пользоваться кистями для растушевки, а не мини-спонжами, которые обычно прилагаются к палеткам.	кист	спонж			Не лишним будет отметить, что при создании градиента в макияже, то есть использовании теней разных оттенков сразу, лучше всего пользоваться [FIRST_ENTITY] для растушевки, а не мини-[SECOND_ENTITY], которые обычно прилагаются к палеткам.	1	0.001994576	0.9977124	0.0002930432
301	0	Очень часто покупатели думают, что двухъядерный процессор в два раза мощнее, чем одноядерный, а четырехъядерный, соответственно, в четыре раза.	двухъядерн	четырехъядерн	процессор		Очень часто покупатели думают, что [FIRST_ENTITY] процессор в два раза мощнее, чем одноядерный, а [SECOND_ENTITY], соответственно, в четыре раза.	0	0.5414973	0.4402901	0.018212644
302	0	Сварку mig легче всего освоить, тогда как сварка tig, скорее всего, создаст самые красивые сварные швы.	mig	tig		сварк	Сварку [FIRST_ENTITY] легче всего освоить, тогда как сварка [SECOND_ENTITY], скорее всего, создаст самые красивые сварные швы.	0	0.8748533	0.10738625	0.017760532
303	0	Каждый врач должен: итак, основные критерия выбора гинеколога: что лучше: тампоны или прокладки?	тампон	прокладк			Каждый врач должен: итак, основные критерия выбора гинеколога: что лучше: [FIRST_ENTITY] или [SECOND_ENTITY]?	0	0.9995591	0.0001985212	0.00024240745
304	1	При какой температуре запекать курицу в духовке все знают, что запеченные продукты намного полезнее, чем жареные.	запека	жар		полезн	При какой температуре [FIRST_ENTITY] курицу в духовке все знают, что запеченные продукты намного полезнее, чем [SECOND_ENTITY].	1	0.00216387	0.99748033	0.00035579703
305	0	Кому лучше помогать, людям или животным? — это тоже крайность.	люд	животн			Кому лучше помогать, [FIRST_ENTITY] или [SECOND_ENTITY]? — это тоже крайность.	0	0.9994735	0.0002618217	0.00026478575
306	1	В ближайшем будущем предполагается, что сотовые сети постепенно будут превращаться в сети беспроводного абонентского доступа в сеть интернет с невысокой (сравнимой с проводными сетями) помесячной абонентской платой.	проводн	беспроводн		интернет	В ближайшем будущем предполагается, что сотовые сети постепенно будут превращаться в сети [SECOND_ENTITY] абонентского доступа в сеть интернет с невысокой (сравнимой с [FIRST_ENTITY] сетями) помесячной абонентской платой.	0	0.9815253	0.012353624	0.0061210715
307	0	Какой сварочный аппарат лучше для дома – mma, tig, mig/mag сварочная техника mma – идеальный выбор новичка статистика продаж оборудования для mma-сварки подтверждает интерес к технологии со стороны новичков и опытных сварщиков.	mig	tig		сварк	Какой сварочный аппарат лучше для дома – mma, [SECOND_ENTITY], [FIRST_ENTITY]/mag сварочная техника mma – идеальный выбор новичка статистика продаж оборудования для mma-сварки подтверждает интерес к технологии со стороны новичков и опытных сварщиков.	0	0.999537	0.00022052384	0.00024248903
308	0	Supports chrome, firefox and internet explorer кaкой бинокль лучше бпц on windows играть в игру смотреть в бинокль 8, неполные семь vista and оптоволоконный эндоскоп xp.	Internet, Explorer	Firefox			Supports chrome, [SECOND_ENTITY] and [FIRST_ENTITY] кaкой бинокль лучше бпц on windows играть в игру смотреть в бинокль 8, неполные семь vista and оптоволоконный эндоскоп xp.	0	0.9995427	0.00021956251	0.00023768346
309	0	Сборка для windows сборка для linux исходники репозиторий на github будет обновлен в ближайшее время.	windows	linux			Сборка для [FIRST_ENTITY] сборка для [SECOND_ENTITY] исходники репозиторий на github будет обновлен в ближайшее время.	0	0.9994023	0.00031011467	0.00028756293
310	1	Пудру лучше всего нанести кистью, предварительно стряхнув с нее лишнее, или пуховым спонжом.	кист	спонж			Пудру лучше всего нанести [FIRST_ENTITY], предварительно стряхнув с нее лишнее, или пуховым [SECOND_ENTITY].	0	0.9992105	0.00044433094	0.00034524262
311	0	Если вы хотите сдать международные экзамены по английскому языку формата сambridge ielts (ket, pet, fce) или toefl, то лучше всего готовиться к ним с преподавателем.	IELTS	TOEFL			Если вы хотите сдать международные экзамены по английскому языку формата сambridge [FIRST_ENTITY] (ket, pet, fce) или [SECOND_ENTITY], то лучше всего готовиться к ним с преподавателем.	0	0.99955577	0.00020068006	0.00024357878
312	0	Кольраби можно консервировать, запекать, жарить, но полезнее всего — есть его в свежем виде.	запека	жар		полезн	Кольраби можно консервировать, [FIRST_ENTITY], [SECOND_ENTITY], но полезнее всего — есть его в свежем виде.	0	0.99937797	0.00033110302	0.00029093528
313	1	Собака-это член семьи! друг! помощник! собаки порой лучше многих людей, которые ведут себя хуже животного!	собак	люд			[FIRST_ENTITY]-это член семьи! друг! помощник! [FIRST_ENTITY] порой лучше многих [SECOND_ENTITY], которые ведут себя хуже животного!	1	0.0010062471	0.99874073	0.00025298435
314	0	Что лучше – тампон или прокладка?	тампон	прокладк			Что лучше – [FIRST_ENTITY] или [SECOND_ENTITY]?	0	0.99955934	0.00019407457	0.0002465233
315	1	Люди способны идти на запах шоколада не хуже, чем собака брать след фазана.	собак	люд			[SECOND_ENTITY] способны идти на запах шоколада не хуже, чем [FIRST_ENTITY] брать след фазана.	1	0.021458896	0.9717845	0.006756553
316	1	Увы, это далеко не первая программа о проблемах животных, где люди в студии ведут себя хуже зверей.	люд	животн			Увы, это далеко не первая программа о проблемах [SECOND_ENTITY], где [FIRST_ENTITY] в студии ведут себя хуже зверей.	0	0.94206625	0.049340922	0.008592921
317	0	Кофе, крепкий чай, никотин, кофеин, алкоголь.всё это является сильнейшим првокатором и раздражителем на слизистый слой.	коф	ча		кофеин	[FIRST_ENTITY], крепкий [SECOND_ENTITY], никотин, [FIRST_ENTITY], алкоголь.всё это является сильнейшим првокатором и раздражителем на слизистый слой.	0	0.99939024	0.0003140281	0.00029572964
318	0	Побывала я в париже, в вене, в лондоне - и всюду одна да одна, и тут оказалось: быть одной в париже ничуть не лучше, чем в гринтауне, штат иллинойс.	лондон	париж			Побывала я в [SECOND_ENTITY], в вене, в [FIRST_ENTITY] - и всюду одна да одна, и тут оказалось: быть одной в [SECOND_ENTITY] ничуть не лучше, чем в гринтауне, штат иллинойс.	0	0.9936433	0.003727726	0.0026290873
319	0	И у такого решения есть ряд своих причин, о которых, делая выбор, что лучше для девочек подростков тампоны или прокладки, вам стоит знать.	тампон	прокладк			И у такого решения есть ряд своих причин, о которых, делая выбор, что лучше для девочек подростков [FIRST_ENTITY] или [SECOND_ENTITY], вам стоит знать.	0	0.999546	0.00020825492	0.00024570109
320	0	Поскольку инверторные сварочные аппараты можно запрограммировать на выполнение чего угодно, теперь мы видим, что улучшенная импульсная сварка mig работает аналогично высококвалифицированной сварке tig.	mig	tig		сварк	Поскольку инверторные сварочные аппараты можно запрограммировать на выполнение чего угодно, теперь мы видим, что улучшенная импульсная сварка [FIRST_ENTITY] работает аналогично высококвалифицированной сварке [SECOND_ENTITY].	0	0.99619883	0.0023999005	0.0014011905
321	0	Фоторедакторы-онлайн: лучшие сервисы (в том числе аналоги фотошоп на русском) cоздание загрузочной флешки windows xp, 7, 8, 10 (uefi, legacy) как не отвлекаться при работе за компьютером, и как повысить свою производительность!	7	8	Windows	производительн	Фоторедакторы-онлайн: лучшие сервисы (в том числе аналоги фотошоп на русском) cоздание загрузочной флешки windows xp, [FIRST_ENTITY], [SECOND_ENTITY], 10 (uefi, legacy) как не отвлекаться при работе за компьютером, и как повысить свою производительность!	0	0.999553	0.00020290763	0.00024406711
322	0	Также как если какой-то индус придет сюда, с материальной точки зрения он увидит более высший стандарт жизни в париже, в лондоне.	лондон	париж			Также как если какой-то индус придет сюда, с материальной точки зрения он увидит более высший стандарт жизни в [SECOND_ENTITY], в [FIRST_ENTITY].	0	0.9994641	0.00026863767	0.0002672552
323	0	Хотя известные города париж и лондон никогда не пропускают толпы, в европе есть несколько лучших мест для посещения в ноябре.это почти без длинных очередей за авиабилетами и нападений на селфи-палки в межсезонье.	лондон	париж			Хотя известные города [SECOND_ENTITY] и [FIRST_ENTITY] никогда не пропускают толпы, в европе есть несколько лучших мест для посещения в ноябре.это почти без длинных очередей за авиабилетами и нападений на селфи-палки в межсезонье.	0	0.99938893	0.0003162592	0.00029471598
324	1	Также exfat обладает лучшей совместимостью с различными операционными системами, чем ntfs, и устройства с ней отлично читаются и перезаписываются как на windows и mac os, так и на linux (при условии установки некоторого программного обеспечения).	windows	linux			Также exfat обладает лучшей совместимостью с различными операционными системами, чем ntfs, и устройства с ней отлично читаются и перезаписываются как на [FIRST_ENTITY] и mac os, так и на [SECOND_ENTITY] (при условии установки некоторого программного обеспечения).	0	0.9995327	0.0002279559	0.00023941323
325	0	На четвертом ближе познакомился с сайтостроением: html, css, javascript, php.	javascript	html, css			На четвертом ближе познакомился с сайтостроением: [SECOND_ENTITY], [FIRST_ENTITY], php.	0	0.99956065	0.00019111772	0.0002482494
326	0	Какой интернет лучше проводной или беспроводной опубликовал: kalovskiybronislav содержание: 1.	проводн	беспроводн		интернет	Какой интернет лучше [FIRST_ENTITY] или [SECOND_ENTITY] опубликовал: kalovskiybronislav содержание: 1.	0	0.9995147	0.00023379947	0.0002515707
327	1	Эту рыбу лучше запекать, солить или коптить, так как в вареном и в жареном виде она теряет часть своих полезных свойств.	запека	жар		полезн	Эту рыбу лучше [FIRST_ENTITY], солить или коптить, так как в вареном и в [SECOND_ENTITY] виде она теряет часть своих полезных свойств.	1	0.01392346	0.98506397	0.001012632
328	0	Все знают, но лучше напомнить: в новом ipad используется версия двухъядерного чипа apple a5 с четырехъядерным графическим процессором.	двухъядерн	четырехъядерн	процессор		Все знают, но лучше напомнить: в новом ipad используется версия [FIRST_ENTITY] чипа apple a5 с [SECOND_ENTITY] графическим процессором.	0	0.99914	0.00048800092	0.00037196898
329	0	Гарантирует оптимальную работу и длительный срок службы новейшей техники, в том числе с фильтром dpf, euro iv и euro v.gm dexos 2, vw/audi 502 00, vw/audi 505 00, vw/audi 505 01, bmw longlife-04, mb 229.51, gm ll-a-025, gm ll-b-025.	BMW	Audi			Гарантирует оптимальную работу и длительный срок службы новейшей техники, в том числе с фильтром dpf, euro iv и euro v.gm dexos 2, vw/[SECOND_ENTITY] 502 00, vw/[SECOND_ENTITY] 505 00, vw/[SECOND_ENTITY] 505 01, [FIRST_ENTITY] longlife-04, mb 229.51, gm ll-a-025, gm ll-b-025.	0	0.9993254	0.00036041814	0.000314209
330	1	Microsoft приводит данные, что эксплуатация (total cost of ownership, tco) windows xp обходится на 37% дешевле, чем unix, и что нет причин считать, что в этом смысле linux чем-то отличается от других unix.	windows	linux			Microsoft приводит данные, что эксплуатация (total cost of ownership, tco) [FIRST_ENTITY] xp обходится на 37% дешевле, чем unix, и что нет причин считать, что в этом смысле [SECOND_ENTITY] чем-то отличается от других unix.	0	0.8384914	0.1380392	0.023469437
331	1	Microsoft приводит данные, что эксплуатация (total cost of ownership, tco) windows xp обходится на 37% дешевле, чем unix, и что нет причин считать, что в этом смысле linux чем-то отличается от других unix.	linux	Microsoft			[SECOND_ENTITY] приводит данные, что эксплуатация (total cost of ownership, tco) windows xp обходится на 37% дешевле, чем unix, и что нет причин считать, что в этом смысле [FIRST_ENTITY] чем-то отличается от других unix.	0	0.96163905	0.028779138	0.009581873
332	0	Многие собаки спасают своих владельцев, чувствуя приближения природных катаклизмов, при пожарах или нападениях других людей и животных.	собак	люд			Многие [FIRST_ENTITY] спасают своих владельцев, чувствуя приближения природных катаклизмов, при пожарах или нападениях других [SECOND_ENTITY] и животных.	0	0.98025584	0.016220594	0.0035235402
333	0	Когда лучше тренироваться утром или вечером ?	утр	вечер		тренирова	Когда лучше тренироваться [FIRST_ENTITY] или [SECOND_ENTITY] ?	0	0.9995571	0.00019378026	0.00024918423
334	1	Лучше всего для этого подойдет широкая кисточка, а не спонж — так пудра ляжет ровнее.	кист	спонж			Лучше всего для этого подойдет широкая [FIRST_ENTITY], а не [SECOND_ENTITY] — так пудра ляжет ровнее.	1	0.0020885244	0.9976107	0.00030076088
335	1	В чём польза печёных овощей запекать всегда полезнее, чем жарить, так как сохраняются витамины и питательные вещества.	запека	жар		полезн	В чём польза печёных овощей [FIRST_ENTITY] всегда полезнее, чем [SECOND_ENTITY], так как сохраняются витамины и питательные вещества.	1	0.0010121375	0.9987482	0.00023965989
336	0	Обязательно попробуйте и приготовьте это блюдо, удивите своих гостей и близких людей вкуснейшим заливным, украшенным «как как в лучших домах лондона и парижа!»	лондон	париж			Обязательно попробуйте и приготовьте это блюдо, удивите своих гостей и близких людей вкуснейшим заливным, украшенным «как как в лучших домах [FIRST_ENTITY] и [SECOND_ENTITY]!»	0	0.99952495	0.0002245969	0.0002504907
337	2	Свежая выпечка запрещается, чай, кофе и другие напитки с кофеином запрещаются тоже — лучше всего пить только отвары трав.	коф	ча		кофеин	Свежая выпечка запрещается, [SECOND_ENTITY], [FIRST_ENTITY] и другие напитки с [FIRST_ENTITY] запрещаются тоже — лучше всего пить только отвары трав.	0	0.99944097	0.0002819535	0.00027704588
338	1	Для нанесения лучше использовать спонж или кисть с искусственным ворсом (так основа ложится более тонким слоем);	кист	спонж			Для нанесения лучше использовать [SECOND_ENTITY] или [FIRST_ENTITY] с искусственным ворсом (так основа ложится более тонким слоем);	0	0.99953985	0.00021859039	0.00024157799
339	0	Достойны ли уважения их духовные учителя, проповедующие веды или лучше изучать веды самостоятельно?	самостоятельн	учител		изуча	Достойны ли уважения их духовные [SECOND_ENTITY], проповедующие веды или лучше изучать веды [FIRST_ENTITY]?	0	0.9937989	0.0035968167	0.0026042087
340	1	Новичкам этот вариант может показаться сложным, но лучшего способа, чтобы использовать вместе linux и windows в одной системе, нет.	windows	linux			Новичкам этот вариант может показаться сложным, но лучшего способа, чтобы использовать вместе [SECOND_ENTITY] и [FIRST_ENTITY] в одной системе, нет.	0	0.9993887	0.0003169013	0.00029437096
341	0	Ирина петровская, ведущая: «я давно заметила: когда серьезные люди начинают говорить о своих животных, у них меняется выражение лица, теплеет голос.	люд	животн			Ирина петровская, ведущая: «я давно заметила: когда серьезные [FIRST_ENTITY] начинают говорить о своих [SECOND_ENTITY], у них меняется выражение лица, теплеет голос.	0	0.99820757	0.001040032	0.0007524496
342	0	Нефтяные трейдеры попытаются заложить в цены очень вероятные подвижки в решении торговых проблем между сша и китаем, которые должны произойти в ближайшие выходные на саммите «большой двадцатки».	сша	кита		больш	Нефтяные трейдеры попытаются заложить в цены очень вероятные подвижки в решении торговых проблем между [FIRST_ENTITY] и [SECOND_ENTITY], которые должны произойти в ближайшие выходные на саммите «большой двадцатки».	0	0.9995333	0.00021824983	0.00024839677
343	0	Улучшение поддержки приложений балаболка, eclipse, firefox, internet explorer, microsoft office (excel, outlook, powerpoint, word), skype, tera term pro, а также в целом плиточных приложений windows 8.	Internet, Explorer	Firefox			Улучшение поддержки приложений балаболка, eclipse, [SECOND_ENTITY], [FIRST_ENTITY], microsoft office (excel, outlook, powerpoint, word), skype, tera term pro, а также в целом плиточных приложений windows 8.	0	0.9995608	0.00019897586	0.0002402092
344	0	На курорте представлены трассы для лыжников и сноубордистов, для опытных спортсменов и для начинающих, всех возможных уровней сложности.	лыж	сноуборд		сложн	На курорте представлены трассы для [FIRST_ENTITY] и [SECOND_ENTITY], для опытных спортсменов и для начинающих, всех возможных уровней сложности.	0	0.99955946	0.00019307494	0.00024753326
345	2	Комбинированная экономия топлива составляет 42, 1 миль на галлон, что лучше bmw и дает audi теоретический запас хода чуть менее 600 миль.	BMW	Audi			Комбинированная экономия топлива составляет 42, 1 миль на галлон, что лучше [FIRST_ENTITY] и дает [SECOND_ENTITY] теоретический запас хода чуть менее 600 миль.	0	0.99615026	0.00241574	0.0014340486
346	0	Наружное наблюдение, конечно, тренировали при случае ломать кому-то нос или руку (а топтуны ежедневно, с утра до вечера, по несколько человек буквально преследовали горскую), но здесь все оказывалось гораздо труднее.	утр	вечер		тренирова	Наружное наблюдение, конечно, тренировали при случае ломать кому-то нос или руку (а топтуны ежедневно, с [FIRST_ENTITY] до [SECOND_ENTITY], по несколько человек буквально преследовали горскую), но здесь все оказывалось гораздо труднее.	0	0.9986784	0.0007699475	0.00055163825
347	0	Если наша цель поступить в зарубежные вузы, то крепче жмем кулаки и долго изучаем академический английский и готовимся к международным тестам ielts, toefl, gmat и др.	IELTS	TOEFL			Если наша цель поступить в зарубежные вузы, то крепче жмем кулаки и долго изучаем академический английский и готовимся к международным тестам [FIRST_ENTITY], [SECOND_ENTITY], gmat и др.	0	0.9995435	0.00020714338	0.00024942288
348	0	Способ применения нанесите средство тонким слоем с помощью пальцев, кисти или спонжа на очищенную кожу лица, тщательно растушуйте.	кист	спонж			Способ применения нанесите средство тонким слоем с помощью пальцев, [FIRST_ENTITY] или [SECOND_ENTITY] на очищенную кожу лица, тщательно растушуйте.	0	0.99955505	0.0001980567	0.00024692033
349	0	Ultrax labs: лучший мужской шампунь с кофеином чашка крепкого кофе по утрам может быть разницей между самой успешной встречей в вашей жизни и ошибкой в ​​собственном телефонном номере.	коф	ча		кофеин	Ultrax labs: лучший мужской шампунь с [FIRST_ENTITY] [SECOND_ENTITY] крепкого [FIRST_ENTITY] по утрам может быть разницей между самой успешной встречей в вашей жизни и ошибкой в ​​собственном телефонном номере.	0	0.9992072	0.00043393808	0.00035892022
350	0	Обама четко заявил, что таллин, рига и вильнюс защищены не хуже, чем париж, берлин и лондон.	лондон	париж			Обама четко заявил, что таллин, рига и вильнюс защищены не хуже, чем [SECOND_ENTITY], берлин и [FIRST_ENTITY].	0	0.99923253	0.00042320997	0.00034419936
351	0	И только после этого переходить к тональному крему, который можно наносить руками, кистью или спонжем — как вам удобнее и привычнее.	кист	спонж			И только после этого переходить к тональному крему, который можно наносить руками, [FIRST_ENTITY] или [SECOND_ENTITY] — как вам удобнее и привычнее.	0	0.9995409	0.00021804596	0.00024099745
352	1	Его также запекают, а не жарят по традиции, что тоже делает это блюдо немного полезнее.кроме того, из него получается щедрая сумма, которой можно накормить всю семью!	запека	жар		полезн	Его также [FIRST_ENTITY], а не [SECOND_ENTITY] по традиции, что тоже делает это блюдо немного полезнее.кроме того, из него получается щедрая сумма, которой можно накормить всю семью!	1	0.46671864	0.5280852	0.0051961737
353	0	Чтобы лучше настоящей – как выбрать искусственную елку?	настоя	искусствен	елк	лучш	Чтобы лучше [FIRST_ENTITY] – как выбрать [SECOND_ENTITY] елку?	0	0.99894804	0.0006045722	0.00044740373
354	1	Игры на playstation 5 идут лучше, чем на более мощной xbox series x — парадокс, в котором повинна amd в интернете появилась серия видеороликов со сравнением качества изображения и производительности xbox series x и playstation 5.	Xbox	PlayStation			Игры на [SECOND_ENTITY] 5 идут лучше, чем на более мощной [FIRST_ENTITY] series x — парадокс, в котором повинна amd в интернете появилась серия видеороликов со сравнением качества изображения и производительности [FIRST_ENTITY] series x и [SECOND_ENTITY] 5.	0	0.7661377	0.23064995	0.003212355
