	object_0	object_1	answer	labels	text	preds	prob: Neutral	prob: objekt1	prob: objekt2
312	Java	Haskell	@Adam Smith, any parsing toolchain will be ok - e.g., Antlr with a Java backend, or (much better) any functional language with ADTs (SML, OCaml, Haskell, ...).	2	@Adam Smith, any parsing toolchain will be ok - e.g., Antlr with a [FIRST_ENTITY] backend, or (much better) any functional language with ADTs (SML, OCaml, [SECOND_ENTITY], ...).	0	0.99117917	0.004728053	0.0040927045
313	Java	Scala	IMO, there are much better languages than Java: Scala, Haskell, Ocaml, Rust, etc.	0	IMO, there are much better languages than [FIRST_ENTITY]: [SECOND_ENTITY], Haskell, Ocaml, Rust, etc.	0	0.99857426	0.00056108204	0.00086473103
314	steak	bread	Probably harder for my husband who is a steak bread and potatoe type of guy.	0	Probably harder for my husband who is a [FIRST_ENTITY] [SECOND_ENTITY] and potatoe type of guy.	0	0.99856454	0.00056588283	0.0008695927
315	psp	ps3	Though shockingly enough, Pirates 3 on the psp is actually a marginally better game than the the Xbox 360 and ps3 versions, mostly thanks to a decent framerate.	1	Though shockingly enough, Pirates 3 on the [FIRST_ENTITY] is actually a marginally better game than the the Xbox 360 and [SECOND_ENTITY] versions, mostly thanks to a decent framerate.	1	0.02062714	0.97243315	0.006939735
316	truck	suv	Chose one of the most mediocre products they make, a lackluster truck-based suv.	0	Chose one of the most mediocre products they make, a lackluster [FIRST_ENTITY]-based [SECOND_ENTITY].	0	0.9984524	0.00062902964	0.0009184933
317	metal	concrete	The sound is worse than that infernal clicking, a klaxon call as metal screeches on concrete.	0	The sound is worse than that infernal clicking, a klaxon call as [FIRST_ENTITY] screeches on [SECOND_ENTITY].	0	0.9984883	0.00060936465	0.0009024121
318	Ford	Chrysler	You bet! Concern for GM, Ford, Chrysler??	0	You bet! Concern for GM, [FIRST_ENTITY], [SECOND_ENTITY]??	0	0.9986155	0.00053484796	0.0008496119
319	rubber	wood	Materials: Solid rubber wood, veneer MDF and metal frame.	0	Materials: Solid [FIRST_ENTITY] [SECOND_ENTITY], veneer MDF and metal frame.	0	0.9985898	0.0005505763	0.000859601
320	USB	Ethernet	It features an Intel Core i7 CPU and a 256GB solid state drive, and it comes with USB 3.0, Ethernet and HDMI (albeit in micro form).	0	It features an Intel Core i7 CPU and a 256GB solid state drive, and it comes with [FIRST_ENTITY] 3.0, [SECOND_ENTITY] and HDMI (albeit in micro form).	0	0.9985998	0.00054467155	0.00085551804
321	BMW	Honda	People only believe your drive a BMW is because you are a wealthy individual who can afford a better car than a Honda Civic.	1	People only believe your drive a [FIRST_ENTITY] is because you are a wealthy individual who can afford a better car than a [SECOND_ENTITY] Civic.	1	0.024749335	0.9676916	0.0075590922
322	Samsung	Motorola	Apple, Samsung, LG, Motorola, HTC, Acer, Dell.	0	Apple, [FIRST_ENTITY], LG, [SECOND_ENTITY], HTC, Acer, Dell.	0	0.9986034	0.00054213515	0.0008545165
323	milk	juice	"milk, juice and soda make it ten times worse."""	0	"[FIRST_ENTITY], [SECOND_ENTITY] and soda make it ten times worse."""	0	0.99859947	0.0005449181	0.0008555532
324	Windows 8	Windows XP	And I consider 4 to 5 -year old hardware to be quite usable under Windows 7, and judging from the youtube vids of running Windows 8 on netbooks it looks it might even run faster than Windows XP.	1	And I consider 4 to 5 -year old hardware to be quite usable under Windows 7, and judging from the youtube vids of running [FIRST_ENTITY] on netbooks it looks it might even run faster than [SECOND_ENTITY].	1	0.024083499	0.9684852	0.0074313427
325	Nissan	Toyota	Nissan , which was able to return to normal production levels much faster that Honda and Toyota, reported a 19.2 percent gain.	1	[FIRST_ENTITY] , which was able to return to normal production levels much faster that Honda and [SECOND_ENTITY], reported a 19.2 percent gain.	1	0.020437231	0.97266126	0.006901425
326	Toyota	BMW	I appreciate a review that will tell me, hey the suspension is xyz, and that is better because Toyota/ Chrysler / BMW do it cheaper or better, or shittier or the transmission was outsourced from Tremec because the engine was too strong for their in-house automatic and Tremec makes the best transmission with strong shifts.... etc.	0	I appreciate a review that will tell me, hey the suspension is xyz, and that is better because [FIRST_ENTITY]/ Chrysler / [SECOND_ENTITY] do it cheaper or better, or shittier or the transmission was outsourced from Tremec because the engine was too strong for their in-house automatic and Tremec makes the best transmission with strong shifts.... etc.	0	0.99855477	0.00057411584	0.0008711422
327	Python	Ruby	Professional : Study the ways of Python, Ruby on Rails, and review PHP for better understanding.	0	Professional : Study the ways of [FIRST_ENTITY], [SECOND_ENTITY] on Rails, and review PHP for better understanding.	0	0.9986185	0.00053291983	0.00084850023
328	Sony	Microsoft	A DECENT FF GAME FOR NINTENDO!!!! Sony AND Microsoft JUST HOG 'EM!	0	A DECENT FF GAME FOR NINTENDO!!!! [FIRST_ENTITY] AND [SECOND_ENTITY] JUST HOG 'EM!	0	0.9986218	0.00053009525	0.00084803667
329	JavaScript	PHP	If you're familiar with even JavaScript, then OOP in PHP will be easier to pick up.	2	If you're familiar with even [FIRST_ENTITY], then OOP in [SECOND_ENTITY] will be easier to pick up.	2	0.014800742	0.012567195	0.97263205
330	oregon	michigan	But they did look better against oregon and Stanford than michigan did yesterday.	0	But they did look better against [FIRST_ENTITY] and Stanford than [SECOND_ENTITY] did yesterday.	1	0.019484067	0.97371995	0.006796001
331	timber	stone	In addition to its superior wood-to-wood performance, Titebond Polyurethane Glue is ideal for metals, ceramics, most plastics, timber, Corain, stone and other porous/non-porous materials.	0	In addition to its superior wood-to-wood performance, Titebond Polyurethane Glue is ideal for metals, ceramics, most plastics, [FIRST_ENTITY], Corain, [SECOND_ENTITY] and other porous/non-porous materials.	0	0.99861014	0.0005395264	0.0008503064
332	Python	Ruby	Python/Django/GeoDjango are a mature combination, with a somewhat slower, steadier development pace than Ruby/Rails/RGeo, which ...	1	[FIRST_ENTITY]/Django/GeoDjango are a mature combination, with a somewhat slower, steadier development pace than [SECOND_ENTITY]/Rails/RGeo, which ...	2	0.010348554	0.014525278	0.9751262
333	Asus	Gigabyte	That's not to say Asus and Gigabyte have idle competition.	0	That's not to say [FIRST_ENTITY] and [SECOND_ENTITY] have idle competition.	0	0.9986192	0.000531816	0.0008490205
334	cement	rubber	All these powders are superior in quality therefore finds their excessive applicability in glass, cement, rubber, ceramics...	0	All these powders are superior in quality therefore finds their excessive applicability in glass, [FIRST_ENTITY], [SECOND_ENTITY], ceramics...	0	0.9986105	0.00053802144	0.0008513409
335	virginia	oregon	That second conclusion is obviously true, but virginia was slaughtered Saturday by the oregon Ducks, which makes BYU's loss a little uglier.	2	That second conclusion is obviously true, but [FIRST_ENTITY] was slaughtered Saturday by the [SECOND_ENTITY] Ducks, which makes BYU's loss a little uglier.	2	0.02152003	0.010561716	0.9679183
336	bread	pasta	Certain foods make it worse like bread, milk and pasta.	0	Certain foods make it worse like [FIRST_ENTITY], milk and [SECOND_ENTITY].	0	0.99859005	0.00055103056	0.0008589211
337	golf	tennis	Always gets worse after playing golf or tennis.	0	Always gets worse after playing [FIRST_ENTITY] or [SECOND_ENTITY].	0	0.9985782	0.00055815536	0.00086365314
338	Ethernet	USB	There's also 4K upscaling, faster HDMI switching, networking over Ethernet and software updates via USB.	0	There's also 4K upscaling, faster HDMI switching, networking over [FIRST_ENTITY] and software updates via [SECOND_ENTITY].	0	0.99705076	0.0014032061	0.001546024
339	Windows 7	Windows 8	Play To, almost completely worthless in Windows 7, is now even harder to use in Windows 8.	1	Play To, almost completely worthless in [FIRST_ENTITY], is now even harder to use in [SECOND_ENTITY].	0	0.8837434	0.09075169	0.025504943
340	Sony	Microsoft	We're decent at MMOs, strong with Nintendo stuff, pretty good with Sony and Microsoft coverage, too.	0	We're decent at MMOs, strong with Nintendo stuff, pretty good with [FIRST_ENTITY] and [SECOND_ENTITY] coverage, too.	0	0.9986284	0.0005255851	0.00084607844
341	wedding	holiday	And what better way to do just that than with this lovely wedding bursting with holiday cheer.	0	And what better way to do just that than with this lovely [FIRST_ENTITY] bursting with [SECOND_ENTITY] cheer.	0	0.9984302	0.00064231805	0.000927408
342	MySQL	PostgreSQL	Solid experience developing web applications with PHP and MySQL and/or PostgreSQL (.	0	Solid experience developing web applications with PHP and [FIRST_ENTITY] and/or [SECOND_ENTITY] (.	0	0.9986211	0.00052935403	0.00084946514
343	Java	Haskell	"It is written in Java, and might scales better over Haskell than Erlang, yet I find some ""operations"" to be more intuitive using emacs (plain text editing) than creating ""tempo"" objects to fit functional's lazyness :/"	1	"It is written in [FIRST_ENTITY], and might scales better over [SECOND_ENTITY] than Erlang, yet I find some ""operations"" to be more intuitive using emacs (plain text editing) than creating ""tempo"" objects to fit functional's lazyness :/"	1	0.028683526	0.96310157	0.008214896
344	baseball	football	I was decent at baseball, alright at football.	2	I was decent at [FIRST_ENTITY], alright at [SECOND_ENTITY].	0	0.98863643	0.0062105665	0.0051529645
345	Toyota	Ford	@Dave M - when you suggest a Toyota Camry would drive better than a Ford Contour, what exactly did you mean?	1	@Dave M - when you suggest a [FIRST_ENTITY] Camry would drive better than a [SECOND_ENTITY] Contour, what exactly did you mean?	1	0.024062337	0.96848583	0.0074517904
346	swimming	fishing	7. swimming and fishing.	0	7. [FIRST_ENTITY] and [SECOND_ENTITY].	0	0.9986053	0.00053990475	0.00085479073
347	Sony	Microsoft	Admit it, Sony and Microsoft are better.	0	Admit it, [FIRST_ENTITY] and [SECOND_ENTITY] are better.	0	0.9986148	0.0005369199	0.0008482584
348	potato	bread	Fadge is probably a better-known term in Ireland, where it is a potato bread.	0	Fadge is probably a better-known term in Ireland, where it is a [FIRST_ENTITY] [SECOND_ENTITY].	0	0.99853146	0.0005844572	0.0008840763
349	football	tennis	Cycling is safer than: Fishing, horseback riding, swimming, athletic training, football and tennis.	0	Cycling is safer than: Fishing, horseback riding, swimming, athletic training, [FIRST_ENTITY] and [SECOND_ENTITY].	0	0.99860555	0.000541531	0.0008529563
350	Chevrolet	Toyota	Isn't it better that Smoke is running Chevrolet cars with Hendricks motors than staying with Gibbs racing and driving a Toyota?	1	Isn't it better that Smoke is running [FIRST_ENTITY] cars with Hendricks motors than staying with Gibbs racing and driving a [SECOND_ENTITY]?	1	0.029558638	0.96216303	0.008278219
351	Nissan	Ford	If your tastes are more sporting in nature, the Nissan Maxima or the 365-horsepower Ford Taurus SHO might be a better fit.	0	If your tastes are more sporting in nature, the [FIRST_ENTITY] Maxima or the 365-horsepower [SECOND_ENTITY] Taurus SHO might be a better fit.	0	0.9901113	0.005347136	0.0045415666
352	USB	Ethernet	iOS devices using this I/O can charge faster, mirror or span the display to multiple screens, dock adaptors can have USB, video, Ethernet, FW, audio, ports, eSATA.	0	iOS devices using this I/O can charge faster, mirror or span the display to multiple screens, dock adaptors can have [FIRST_ENTITY], video, [SECOND_ENTITY], FW, audio, ports, eSATA.	0	0.9986237	0.00052897463	0.00084741705
353	Groovy	Java	I love working in Groovy, it's tons better than Java.	1	I love working in [FIRST_ENTITY], it's tons better than [SECOND_ENTITY].	1	0.020227697	0.9728727	0.006899555
354	amazon	hulu	With streaming services like Netflix, amazon Prime, and hulu Plus, watching imported television programs has never been easier.	0	With streaming services like Netflix, [FIRST_ENTITY] Prime, and [SECOND_ENTITY] Plus, watching imported television programs has never been easier.	0	0.99862635	0.00052738027	0.0008463443
355	psp	ds	psp vs ds.	0	[FIRST_ENTITY] vs [SECOND_ENTITY].	0	0.99859816	0.00054540037	0.00085642555
356	PostgreSQL	MySQL	By using a SQL database such as PostgreSQL or MySQL it seams that it would make this task much easier.	0	By using a SQL database such as [FIRST_ENTITY] or [SECOND_ENTITY] it seams that it would make this task much easier.	0	0.9986224	0.00053069193	0.00084693637
357	PHP	Python	If you plan on making something with millions of users, PHP is faster than Python or Ruby.	1	If you plan on making something with millions of users, [FIRST_ENTITY] is faster than [SECOND_ENTITY] or Ruby.	1	0.01971374	0.9734561	0.006830137
358	potato	bread	We use potato bread...less chance for allergic reactions (and it tastes better, IMO).	0	We use [FIRST_ENTITY] [SECOND_ENTITY]...less chance for allergic reactions (and it tastes better, IMO).	0	0.998439	0.00063685817	0.00092405913
359	JavaScript	Ruby	Otherwise known as eXo Cloud IDE , it's a solid Cloud contender that supports the usual languages like JavaScript, Ruby, Groovy, Java and HTML to name just a few.	0	Otherwise known as eXo Cloud IDE , it's a solid Cloud contender that supports the usual languages like [FIRST_ENTITY], [SECOND_ENTITY], Groovy, Java and HTML to name just a few.	0	0.9986228	0.0005297344	0.0008474259
360	Lisp	Python	The better syntax languages I used are Lisp, Python, and xml.	0	The better syntax languages I used are [FIRST_ENTITY], [SECOND_ENTITY], and xml.	0	0.9985808	0.000556654	0.0008625845
361	BMW	Toyota	It will be even nicer if the rear lights especially the break light looks like those current BMW 5 Series or Toyota Camry and the front like the Audi A1.	0	It will be even nicer if the rear lights especially the break light looks like those current [FIRST_ENTITY] 5 Series or [SECOND_ENTITY] Camry and the front like the Audi A1.	0	0.9986022	0.0005442772	0.0008535133
362	carolina	pennsylvania	Luckily, in many states, such as West Virginia, Virginia, North carolina and pennsylvania, the laws are relatively consistent and the answer is easier than expected.	0	Luckily, in many states, such as West Virginia, Virginia, North [FIRST_ENTITY] and [SECOND_ENTITY], the laws are relatively consistent and the answer is easier than expected.	0	0.998616	0.00053472654	0.00084924203
363	Avaya	Huawei	- Alcatel-Lucent - Aspect Software - Avaya - Cisco - Convergys - Ericsson - Fujitsu - Genesys - Holly Connects - Huawei - Interactive Intelligence - Inticube - NEC - Nice Systems - Nuance Communications - Oki Electric - P&W Solutions - Verint Systems - ZTE - Zeacom	0	- Alcatel-Lucent - Aspect Software - [FIRST_ENTITY] - Cisco - Convergys - Ericsson - Fujitsu - Genesys - Holly Connects - [SECOND_ENTITY] - Interactive Intelligence - Inticube - NEC - Nice Systems - Nuance Communications - Oki Electric - P&W Solutions - Verint Systems - ZTE - Zeacom	0	0.9985654	0.00056588656	0.0008687533
364	rubber	cement	I really only used rubber cement from the mid-70s to around 1980 when I (for better or for worse) switched to Spra-Mount .	0	I really only used [FIRST_ENTITY] [SECOND_ENTITY] from the mid-70s to around 1980 when I (for better or for worse) switched to Spra-Mount .	0	0.9980171	0.0008711233	0.0011117975
365	michigan	virginia	Conversely, michigan State managed 44.7 percent shooting, markedly better than the 38.6 percent shooting virginia allowed opponents this season.	1	Conversely, [FIRST_ENTITY] State managed 44.7 percent shooting, markedly better than the 38.6 percent shooting [SECOND_ENTITY] allowed opponents this season.	1	0.019603932	0.9735719	0.006824165
366	Windows Vista	Windows XP	Despite this, Windows Vista manages to boot faster than Windows XP.	1	Despite this, [FIRST_ENTITY] manages to boot faster than [SECOND_ENTITY].	1	0.019439928	0.97373337	0.006826677
367	missouri	california	Wyoming, missouri, Utah and california.	0	Wyoming, [FIRST_ENTITY], Utah and [SECOND_ENTITY].	0	0.9986136	0.00053564063	0.0008506651
368	JavaScript	PHP	Unfortunately, there aren't many decent JavaScript OAuth libraries, and I finally settled on using PHP for the three-legged OAuth handling.	0	Unfortunately, there aren't many decent [FIRST_ENTITY] OAuth libraries, and I finally settled on using [SECOND_ENTITY] for the three-legged OAuth handling.	2	0.024922147	0.010863258	0.96421456
369	missouri	california	missouri, Washington, Oregon, california Cotter family	0	[FIRST_ENTITY], Washington, Oregon, [SECOND_ENTITY] Cotter family	0	0.9985617	0.000567371	0.0008710573
370	Windows 98	Windows XP	Operating System: Microsoft® Windows® 98/Me/XP/2000 / Zoo Tycoon (Marine Mania is an add-on product for Zoo Tycoon) Processor: PC with a 233 MHz processor, 300 MHz recommended RAM: 64 MB of system RAM for Windows 98/ME/2000, 128 MB RAM for Windows XP Hard Drive: 650 MB available hard disk space CD-ROM: 4x speed or faster CD-ROM drive Processor: Sound card and speakers or headphones required for audio	0	Operating System: Microsoft® Windows® 98/Me/XP/2000 / Zoo Tycoon (Marine Mania is an add-on product for Zoo Tycoon) Processor: PC with a 233 MHz processor, 300 MHz recommended RAM: 64 MB of system RAM for [FIRST_ENTITY]/ME/2000, 128 MB RAM for [SECOND_ENTITY] Hard Drive: 650 MB available hard disk space CD-ROM: 4x speed or faster CD-ROM drive Processor: Sound card and speakers or headphones required for audio	0	0.9979528	0.00090319087	0.0011439347
371	oregon	virginia	In Iowa, Minnesota, oregon, Washington, and Wisconsin, she now trails John McCain while Obama leads him, and she is doing markedly poorer in Connecticut and virginia, too.	0	In Iowa, Minnesota, [FIRST_ENTITY], Washington, and Wisconsin, she now trails John McCain while Obama leads him, and she is doing markedly poorer in Connecticut and [SECOND_ENTITY], too.	1	0.23356268	0.64216924	0.12426807
372	Ford	Chevrolet	In 1975, in a move to better compete with the AMC Gremlin, Ford introduced the 2.8L V6; while far less powerful than the Gremlin, the V6 gave the Pinto a feature unavailable in the Chevrolet Vega.	1	In 1975, in a move to better compete with the AMC Gremlin, [FIRST_ENTITY] introduced the 2.8L V6; while far less powerful than the Gremlin, the V6 gave the Pinto a feature unavailable in the [SECOND_ENTITY] Vega.	2	0.024095774	0.15209676	0.8238075
373	Dell	Intel	The Dell Inspiron 15R sports an integrated Intel HD Graphics 4000 graphics processor that provides decent performance, but don't expect to play anything too taxing.	0	The [FIRST_ENTITY] Inspiron 15R sports an integrated [SECOND_ENTITY] HD Graphics 4000 graphics processor that provides decent performance, but don't expect to play anything too taxing.	0	0.99816614	0.0007881341	0.0010458172
374	Sony	Amazon	Virtually every Blu-ray player and game counsel streams (in fairness, my Sony Blu-ray player is painfully slow with Amazon Prime compared to my Roku, while Netflix has a better menu system than the Roku, and supports 1080p Super HD with 5.1 -- Netflix only offers that on the newest Roku even though my XD supports 1080p and 5.1).	0	Virtually every Blu-ray player and game counsel streams (in fairness, my [FIRST_ENTITY] Blu-ray player is painfully slow with [SECOND_ENTITY] Prime compared to my Roku, while Netflix has a better menu system than the Roku, and supports 1080p Super HD with 5.1 -- Netflix only offers that on the newest Roku even though my XD supports 1080p and 5.1).	2	0.0130990315	0.00905563	0.9778454
375	kennedy	reagan	"But, if it makes you feel better, you can substitute ""Truman,"" ""Eisenhower,"" ""kennedy,"" ""Johnson"", ""Nixon,"" ""Ford,"" ""Carter"", ""reagan,"" ""Bush"" or ""Clinton"" in there wherever you want."	0	"But, if it makes you feel better, you can substitute ""Truman,"" ""Eisenhower,"" ""[FIRST_ENTITY],"" ""Johnson"", ""Nixon,"" ""Ford,"" ""Carter"", ""[SECOND_ENTITY],"" ""Bush"" or ""Clinton"" in there wherever you want."	0	0.9979049	0.0009310295	0.0011641443
376	AWK	Perl	Unix proved to be the fertile ground for scripting development and essentially pioneered scripting as it was the first environment in which scripting was put on a solid basis with AWK, C-shell, and later Perl.	0	Unix proved to be the fertile ground for scripting development and essentially pioneered scripting as it was the first environment in which scripting was put on a solid basis with [FIRST_ENTITY], C-shell, and later [SECOND_ENTITY].	0	0.99580055	0.002094187	0.0021052707
377	steak	potato	DAVID : I'm a carnivore, and to me there's nothing better than a juicy steak, a baked potato, and a salad.	0	DAVID : I'm a carnivore, and to me there's nothing better than a juicy [FIRST_ENTITY], a baked [SECOND_ENTITY], and a salad.	0	0.99769586	0.0010458739	0.0012582676
378	Leica	Nikon	Old OM lenses were better, but old Canon FDn lenses, Leica lenses, and Contax lenses and Nikon AIS lenses were better.	0	Old OM lenses were better, but old Canon FDn lenses, [FIRST_ENTITY] lenses, and Contax lenses and [SECOND_ENTITY] AIS lenses were better.	0	0.9903681	0.005199905	0.0044320016
379	timber	steel	Non-toxic Polyurethane or Natural Olive Ash Hardwood Veneer, Solid timber, Solid Maple, Cork, steel Metal, Hardwax Oil.	0	Non-toxic Polyurethane or Natural Olive Ash Hardwood Veneer, Solid [FIRST_ENTITY], Solid Maple, Cork, [SECOND_ENTITY] Metal, Hardwax Oil.	0	0.9985598	0.00056835695	0.0008717827
380	Objective-C	Swift	iOS Engineer - Objective-C, Swift , Cocoa - Competitive salary!!	0	iOS Engineer - [FIRST_ENTITY], [SECOND_ENTITY] , Cocoa - Competitive salary!!	0	0.99862003	0.0005311033	0.0008489548
381	Perl	PHP	Easier web programming language: Perl or PHP?	0	Easier web programming language: [FIRST_ENTITY] or [SECOND_ENTITY]?	0	0.998618	0.00053298415	0.0008489871
382	PostgreSQL	Oracle	Plus, if the database supports prepared statements (the soon-to-be-released PostgreSQL 7.3, Oracle, etc), several executes on the same prepare can be faster, since it can reuse the same query plan.	0	Plus, if the database supports prepared statements (the soon-to-be-released [FIRST_ENTITY] 7.3, [SECOND_ENTITY], etc), several executes on the same prepare can be faster, since it can reuse the same query plan.	0	0.998558	0.0005706351	0.00087136147
383	Java	Groovy	I really like Ruby and I'm quite impressed with Rails, but as a developer with a major investment in Java it's been a much easier transition for me to learn Groovy and Grails.	0	I really like Ruby and I'm quite impressed with Rails, but as a developer with a major investment in [FIRST_ENTITY] it's been a much easier transition for me to learn [SECOND_ENTITY] and Grails.	1	0.19041213	0.7056289	0.103958964
384	Direct3D	OpenGL	Intel's drivers tend to work better with Direct3D rather than OpenGL on Windows.	1	Intel's drivers tend to work better with [FIRST_ENTITY] rather than [SECOND_ENTITY] on Windows.	1	0.024233107	0.96832824	0.007438721
385	psp	ps2	psp and ps2 didn't have unified online, but they were still better.	0	[FIRST_ENTITY] and [SECOND_ENTITY] didn't have unified online, but they were still better.	0	0.9985915	0.00055088475	0.0008575808
386	Audi	Lexus	In any case, there's no question my next car will be a BMW since both the 550 and 750 are so superior to the competing models from Audi/Mercedes/Lexus/Jaguar.	0	In any case, there's no question my next car will be a BMW since both the 550 and 750 are so superior to the competing models from [FIRST_ENTITY]/Mercedes/[SECOND_ENTITY]/Jaguar.	0	0.998569	0.0005641777	0.0008667947
387	Windows 8	Windows 7	Windows 8 has no better support than Windows 7 for NTVDM.	0	[FIRST_ENTITY] has no better support than [SECOND_ENTITY] for NTVDM.	2	0.06335571	0.027363505	0.9092808
388	Ferrari	Renault	Ferrari, BMW, Renault, and Toyota are enough as it is.	0	[FIRST_ENTITY], BMW, [SECOND_ENTITY], and Toyota are enough as it is.	0	0.9985967	0.000546445	0.0008568222
389	Lexus	Audi	Reliability ehhh, im sure its no Lexus, but its seems a tad bit better than BMW or Audi.	1	Reliability ehhh, im sure its no [FIRST_ENTITY], but its seems a tad bit better than BMW or [SECOND_ENTITY].	1	0.032621704	0.95860547	0.008772848
390	JavaScript	Python	We will just fix this minor and rare case and thus allow easier manipulation of ant systems from your favourite scripting language (JavaScript/Python/whatever).	0	We will just fix this minor and rare case and thus allow easier manipulation of ant systems from your favourite scripting language ([FIRST_ENTITY]/[SECOND_ENTITY]/whatever).	0	0.99860793	0.00053950975	0.0008525851
391	Leica	Nikon	Maybe old Leica or Rolliei does better and has a better charm than the old Nikon, but still, you can present yourself 100 percent amateur, and that's good sometimes.	1	Maybe old [FIRST_ENTITY] or Rolliei does better and has a better charm than the old [SECOND_ENTITY], but still, you can present yourself 100 percent amateur, and that's good sometimes.	1	0.022036633	0.97083604	0.007127283
392	Windows 8	Windows 7	Windows 8 boots faster than Windows 7, but so what?	1	[FIRST_ENTITY] boots faster than [SECOND_ENTITY], but so what?	1	0.020799348	0.9722601	0.006940452
393	USB	Ethernet	While a USB dongle is certainly possible, a software solution using the Ethernet port is a much better solution.	2	While a [FIRST_ENTITY] dongle is certainly possible, a software solution using the [SECOND_ENTITY] port is a much better solution.	2	0.00917639	0.009036643	0.98178697
394	wii	playstation	Get a faster computer, mine even plays wii and playstation 2 games flawlessly.	0	Get a faster computer, mine even plays [FIRST_ENTITY] and [SECOND_ENTITY] 2 games flawlessly.	0	0.99861753	0.0005335209	0.00084892916
395	basketball	golf	Hobbies : Tennis, skiing, basketball, golf.	0	Hobbies : Tennis, skiing, [FIRST_ENTITY], [SECOND_ENTITY].	0	0.9986136	0.0005354517	0.0008509028
396	Windows Vista	Windows XP	Is Windows Vista better than Windows XP when scaled out to multiple users?	0	Is [FIRST_ENTITY] better than [SECOND_ENTITY] when scaled out to multiple users?	0	0.9567918	0.029170493	0.014037691
397	Nikon	Leica	I switched from Nikon at the time and feel the camera build quality of the Leica was better.	2	I switched from [FIRST_ENTITY] at the time and feel the camera build quality of the [SECOND_ENTITY] was better.	2	0.009749114	0.008853395	0.9813975
398	Kingston	Google	"David Ayton is the owner/manager of a business based in Kingston Park, Ncle known as ""1st Property Services"" (Google it) he also has the franchise on ""drain doctor"" in the area."	0	"David Ayton is the owner/manager of a business based in [FIRST_ENTITY] Park, Ncle known as ""1st Property Services"" ([SECOND_ENTITY] it) he also has the franchise on ""drain doctor"" in the area."	0	0.9934458	0.003439298	0.0031148444
399	Ethernet	USB	The motherboards have decent graphics performance and depending on configuration 2 or 3 SATA sockets, RAID support, Gigabit Ethernet and up to 10 USB ports.	0	The motherboards have decent graphics performance and depending on configuration 2 or 3 SATA sockets, RAID support, Gigabit [FIRST_ENTITY] and up to 10 [SECOND_ENTITY] ports.	0	0.99847454	0.00061692734	0.0009085575
400	football	volleyball	A day on the beach with a good book, football, volleyball, and a cooler of tasty beverages- aahhh... heaven.	0	A day on the beach with a good book, [FIRST_ENTITY], [SECOND_ENTITY], and a cooler of tasty beverages- aahhh... heaven.	0	0.9986083	0.00053991843	0.00085183687
401	fishing	swimming	fishing and swimming.	0	[FIRST_ENTITY] and [SECOND_ENTITY].	0	0.9985954	0.00054489775	0.00085972185
402	Ruby	JavaScript	Ruby is simply a better language than JavaScript will ever become.	1	[FIRST_ENTITY] is simply a better language than [SECOND_ENTITY] will ever become.	1	0.018705389	0.974588	0.0067065638
403	Intel	Dell	We just got signs from Intel and Dell that things are getting worse.	0	We just got signs from [FIRST_ENTITY] and [SECOND_ENTITY] that things are getting worse.	0	0.9986261	0.00052636216	0.00084750674
404	JavaScript	Perl	It has the flavor of a cross between JavaScript and the better parts of Perl.	0	It has the flavor of a cross between [FIRST_ENTITY] and the better parts of [SECOND_ENTITY].	0	0.95370835	0.03213966	0.014152024
405	IBM	Apple	"In 1996, however, he ""figured the CFO track would be faster outside IBM,"" and joined Apple."	0	"In 1996, however, he ""figured the CFO track would be faster outside [FIRST_ENTITY],"" and joined [SECOND_ENTITY]."	0	0.95046973	0.028994808	0.020535428
406	Sed	AWK	Utilities like cat, Sed, grep, AWK, and sort may not seem too useful to them at first, but they'll probably notice that copying and moving files is a hell of a lot faster in a CLI than it is in a GUI.	0	Utilities like cat, [FIRST_ENTITY], grep, [SECOND_ENTITY], and sort may not seem too useful to them at first, but they'll probably notice that copying and moving files is a hell of a lot faster in a CLI than it is in a GUI.	0	0.9983273	0.000701919	0.0009707406
407	ds	ps3	You're better off buying a copy of Hotel Dusk for the ds or a ps3 title.	0	You're better off buying a copy of Hotel Dusk for the [FIRST_ENTITY] or a [SECOND_ENTITY] title.	0	0.99861693	0.0005350012	0.0008481231
408	oregon	michigan	again, usc lost to oregon fucking state!! notre dame will have 1 quality win and a piss-poor sched, and michigan will have 2 quality wins(bucky, and i reluctanly add notre dame) and a mediocre sched.	2	again, usc lost to [FIRST_ENTITY] fucking state!! notre dame will have 1 quality win and a piss-poor sched, and [SECOND_ENTITY] will have 2 quality wins(bucky, and i reluctanly add notre dame) and a mediocre sched.	2	0.108921945	0.028097756	0.8629803
409	Java	Smalltalk	Java: The best argument for Smalltalk since C++	0	[FIRST_ENTITY]: The best argument for [SECOND_ENTITY] since C++	0	0.9696443	0.017878491	0.012477247
410	soda	chocolate	Findings also suggest that any amount and type of caffeine consumed -- coffee, tea, soda, chocolate, and some prescription drugs -- is linked with the slower growth rate.	0	Findings also suggest that any amount and type of caffeine consumed -- coffee, tea, [FIRST_ENTITY], [SECOND_ENTITY], and some prescription drugs -- is linked with the slower growth rate.	0	0.99855727	0.0005708134	0.0008719356
411	amazon	google	amazon had a similar service for its books but google is much faster and simpler.	2	[FIRST_ENTITY] had a similar service for its books but [SECOND_ENTITY] is much faster and simpler.	2	0.011190356	0.009776476	0.9790332
